ID;EUPONT_ID;NDX;LEIRAS
36631203;98876;1;Végstádiumú veseelégtelenség fenntartó dialízisterápiája során kialakult szekunder hyperparathyreosis kezelése, amennyiben szérum iPTH 500-800 pg/ml között van, és a szérum Ca >2,4 mmol/l és a CaxP >4,44 mmol2/l2, vagy a szérum iPTH>800 pg/ml és a mellékpajzsmirigy sebészeti eltávolítása kontraindikált
36634134;98883;1;Súlyos tünetekkel járó (vérvizelés, súlyos vizelési panaszok, klinikailag bizonyítottan az alapbetegséggel összefüggő csontfájdalmak), lokálisan előrehaladott vagy áttétes hormondependens prostatarák kezelésére (Gleason score: >= 3-4, TNM klasszifikáció: N0-1, M0-1) onkoteam (urológus, klinikai onkológus, sugárterápiás szakorvos) dokumentált javaslata alapján, egyidejű antiandrogén terápia mellőzésével 
36634135;98883;2;Hormondependens prostatarák sugárterápiája esetén adjuvans és neoadjuvans formában onkoteam (urológus, klinikai onkológus, sugárterápiás szakorvos) dokumentált javaslata alapján, egyidejű antiandrogén terápia mellőzésével
36634136;98883;3;Radikális prostatectomiát követő relapsusok kezelésére onkoteam (urológus, klinikai onkológus, sugárterápiás szakorvos) dokumentált javaslata alapján, egyidejű antiandrogén terápia mellőzésével
36635175;98886;1;"Rekurreáló vagy súlyos (hasmenés napi 10-szer vagy többször fordul elő, vagy 15001 >/= fehérvértest/mcgL) clostridium difficile fertőzések kezelésére_x000d_
      - metronidazol és vankomicin kezelés eredménytelensége, illetve rezisztencia esetén, vagy_x000d_
      - immunszupprimált beteg részére, vagy_x000d_
      - olyan beteg részére, akinél a fertőzés miatt fel kellene függeszteni az onkológiai vagy hematológiai kezelést."
36636790;98892;1;N. meningitidis C szerocsoportja által okozott invazív megbetegedés megelőzése céljából 2 éves korig
36637550;98896;1;Kezdeti endokrin-alapú kezelésként, egy aromatáz-inhibitorral kombinálva, a postmenopausában lévő nőknél a hormonreceptor (HR)-pozitív, humán epidermális növekedési faktor-receptor 2 (HER2)-negatív, lokálisan előrehaladott vagy metasztatizáló emlőrák kezelésére
37111533;99502;1;Hangulatzavarok, neurotikus, stresszhez társuló és szomatoform rendellenességek, valamint bulimia nervosa diagnózisa esetén, de kizárólag az adott készítmény alkalmazási előírásában szereplő javallatokban
37111795;99503;1;Hangulatzavarok, neurotikus, stresszhez társuló és szomatoform rendellenességek, valamint bulimia nervosa diagnózisa esetén, a 7/a1. pontban felsorolt szerekre dokumentáltan nem reagáló, vagy ezeket a szereket nem toleráló beteg részére, de kizárólag az adott készítmény alkalmazási előírásában szereplő javallatokban
37111975;99504;1;Hangulatzavarok, neurotikus, stresszhez társuló és szomatoform rendellenességek, valamint bulimia nervosa diagnózisa esetén, a 7/a2. pontban felsorolt szerek közül legalább két különböző hatóanyagú gyógyszerre dokumentáltan nem reagáló, vagy ezeket a szereket nem toleráló beteg részére, de kizárólag az adott készítmény alkalmazási előírásában szereplő javallatokban
37112003;99505;1;Bipoláris affektív zavar és szkizoaffektív zavar, de kizárólag az adott készítmény alkalmazási előírásában szereplő javallatokban
37112055;99506;1;Bipoláris affektív zavar és szkizoaffektív zavar, a 7/b1. pontban felsorolt szerekre dokumentáltan nem reagáló, vagy azt nem toleráló beteg részére, de kizárólag az adott készítmény alkalmazási előírásában szereplő javallatokban
37112196;99507;1;Bipoláris affektív zavar és szkizoaffektív zavar, a 7/b1. és 7/b2. pontokban felsorolt szerekre dokumentáltan nem reagáló, vagy azt nem toleráló beteg részére, de kizárólag az adott készítmény alkalmazási előírásában szereplő javallatokban
37112217;99508;1;Tic zavar
37112330;99509;1;Az adott készítmény alkalmazási előírásában szereplő neurológiai javallatokban
37112340;99510;1;Koleszterin-epekövek oldása az epehólyagban.
37112341;99510;2;Primer biliaris cirrhosis tüneti kezelése, amennyiben dekompenzált májcirrózis nem áll fenn
37112353;99511;1;Colitis ulcerosa
37112354;99511;2;Crohn-betegség
37112355;99511;3;Rheumatoid arthritis
37112470;99512;1;Colitis ulcerosa, salazopyrin intolerancia, illetve jelentős szisztémás szteroid mellékhatás esetén az életkorra vonatkozó indikációs megkötések és az adott készítmény alkalmazási előírásában szereplő javallatok figyelembevételével
37112471;99512;2;Crohn-betegség, salazopyrin intolerancia, illetve jelentős szisztémás szteroid mellékhatás esetén az életkorra vonatkozó indikációs megkötések és az adott készítmény alkalmazási előírásában szereplő javallatok figyelembevételével
37112733;99513;1;A szervtranszplantált vagy más patogenetikus ok miatt immunszupprimált beteg vírus és gombafertőzése esetén
37112745;99514;1;Tehéntejfehérjével szemben vagy kizárólagos anyatejes táplálás esetén anyai diéta ellenére fennálló súlyos allergia - súlyos növekedésbeli elmaradás, fehérjevesztéses enteropathia, véres széklet, szövettannal igazolt enteropathia, súlyos ulceratív colitis, súlyos atópiás dermatitis (10 pont feletti SCORAD), akut gégeödéma vagy bronchiális obstrukció nehézlégzéssel, 1 éves korig
37112746;99514;2;Rövidbél szindróma, 1 éves korig
37112747;99514;3;Extensíven hidrolizált tápszerrel szembeni intolerancia (tünetek perzisztálása vagy súlyosbodás) esetén, 1 éves korig
37112775;99515;1;Hypadrenia
37112840;99516;1;Szisztémás lupus erythematosus
37112841;99516;2;Lupus erythematosus
37112842;99516;3;Autoimmun krónikus aktív hepatitis
37112843;99516;4;Lupoid hepatitis
37112844;99516;5;Autoimmun hemolitikus anémia
37112845;99516;6;Idiopáthiás trombocytopéniás purpura
37112846;99516;7;Reumás láz
37112847;99516;8;Nem gennyes thyroiditis
37112848;99516;9;Crohn-betegség
37112849;99516;10;Colitis ulcerosa
37112850;99516;11;Gluténszenzitív enteropathia
37112851;99516;12;Rheumatoid arthritis más szervek ill. szervrendszerek érintettsége esetén is
37112852;99516;13;Fiatalkori izületi gyulladás
37112853;99516;14;Szisztémás sclerosis
37112854;99516;15;Dermatomyositis
37112855;99516;16;Polymyositis
37112856;99516;17;Myasthenia gravis
37112857;99516;18;Polymyalgia rheumatica
37112858;99516;19;Spondylitis ankylopoetica
37106045;99435;1;A 8. g) 1. pont szerinti esetekben, dokumentált bromocriptin rezisztencia, illetve intolerancia esetén
37106061;99436;1;Fej-nyaki területen rosszindulatú daganatok miatt végzett sugárkezeléshez csatlakozó xerostomia kezelése
37106149;99437;1;Cisztás fibrózis (mucoviscidosis)
37106218;99439;1;Mánia
37106255;99440;1;Mánia, a 10/b1. pontban felsorolt szerekre dokumentáltan nem reagáló, vagy ezeket a szereket nem toleráló mániás betegek esetében
37106288;99441;1;Organikus hallucinózis, katatónia, illetve paranoid zavar
37106359;99442;1;Organikus hallucinózis, katatónia, illetve paranoid zavar,  a 10/c1. pontban felsorolt szerekre dokumentáltan nem reagáló, vagy ezeket a szereket nem toleráló betegek esetében
37106387;99443;1;Mentális retardáció diagnózisa esetén a magatartászavarok kezelése
37106449;99444;1;Mentális retardáció diagnózisa esetén a magatartászavarok kezelésére a 10. d) 1. pontban felsorolt szerekre dokumentáltan nem reagáló, vagy ezeket a szereket nem toleráló beteg részére.
37106503;99445;1;Epilepszia
37106534;99446;1;Kortikoszteroid kezelésre rezisztens gyermekkori nephrosis szindróma esetén
37106568;99447;1;Kortikoszteroid kezelésre rezisztens nephrosis szindróma esetén
37106633;99448;1;Veleszületett aminosav anyagcserezavarok
37106956;99449;1;Phenylketonuria dokumentált esetei
37106957;99449;3;Hyperphenylalaninaemia dokumentált esetei
37106972;99450;1;Igazolt és dokumentált galactosaemia, 6 éves korig
37106989;99451;1;Szövettanilag igazolt és dokumentált glutén túlérzékenység, 18 éves korig
37107000;99452;1;Glucose-galactose malabsorptio
37107144;99455;1;Teljes vagy részleges hasnyálmirigy-eltávolítás esetén
37107224;99456;1;Enyhe és középsúlyos Alzheimer-betegség, ha a szakmai protokoll szerinti átvizsgálás dokumentáltan megtörtént és a Mini-Mental Teszt értéke 10-26 pont között van, abban az esetben, ha a Mini-Mental Teszt pontérték csökkenése egy éven belül nem haladja meg a 3 pontot
37107280;99457;1;Középsúlyos és súlyos Alzheimer-betegség, ha a szakmai protokoll szerinti átvizsgálás dokumentáltan megtörtént és a Mini-Mental Teszt értéke 20 pont alatt van
37107315;99458;1;Dokumentált 2-es típusú cukorbetegség esetén, orális antidiabetikus kezelés kiegészítésére bázisinzulin terápiaként, amennyiben legalább 3 hónapig tartó orális antidiabetikum kezelés mellett a beállított medikáció ellenére a megfelelő anyagcserehelyzet (HbAlc<7.0%) nem volt elérhető.
37107337;99459;1;Dokumentált 2-es típusú cukorbetegség esetén, amennyiben diétával, testsúly-csökkenéssel, életmódváltoztatással és metformin terápiával, legalább 3 hónapig tartó alkalmazása ellenére a megfelelő szénhidrátanyagcsere-háztartás (HbAlc<7.0%) nem volt elérhető, metforminnal kombinálva, vagy metformin-intolerantia, kontraindikáció esetén monoterápiában, amennyiben éhomi <8,0 mmol/l vércukor mellett a posztprandriális vércukorérték emelkedés meghaladja a 30%-ot és a szulfanilureával történő kombinációs terápiától fokozott hypoglicaemia veszélye várható.
37107379;99460;1;Dokumentált 2-es típusú cukorbetegség esetén, amennyiben diétával, testsúly-csökkenéssel, életmódváltoztatással és metformin terápiával, legalább 3 hónapig tartó alkalmazás ellenére a megfelelő szénhidrátanyagcsere-háztartás (HbAlc<7.0%) nem volt elérhető, metforminnal kombinálva, vagy metformin-intolerantia, kontraindikáció esetén szulfonilureával kombinálva, amennyiben éhomi <8,0 mmol/1 vércukor mellett a posztprandriális vércukorérték emelkedése meghaladja a 30%-ot és az inzulinkezelés nem preferált.
37107451;99461;1;Dokumentált cukorbetegség esetén azon beteg részére, akinél a kezelés megkezdésének feltételei az EÜ100 2. vagy az EÜ100 3. pont szerint megfelelőek, azonban a beállított terápia ellenére a kezelés folytatásának az EÜ100 2. vagy EÜ100 3. pont szerinti feltételei nem teljesíthetők. 
37107807;99465;1;Dokumentált 2-es típusú cukorbetegségben, amennyiben életmód-terápia és metformin-kezelés legalább 3 hónapig tartó alkalmazása ellenére a megfelelő szénhidrátanyagcsere-helyzet (HbA1c<7%) nem volt elérhető, metforminnal kombinálva vagy metformin-intolerantia, -kontraindikáció esetén szulfonilureával kombinálva, kettős/hármas kombinációs kezelés esetén az adott gyógyszer(ek) alkalmazási előírásában meghatározott kombinációs lehetőségek szerint. (A kombinációs készítmények önmagukban is megfelelnek a metforminnal, illetve a szulfonilureával való kombináció feltételének.)
37107841;99467;1;Akut koronária szindróma (instabil angina, NSTEMI, STEMI), perkután endovasculáris intervencióját követően, amennyiben a clopidogrel terápia nem preferált
37107842;99467;2;Agyi és végtagi artériás keringési zavarban szenvedő betegek cerebro- és cardiovascularis akut ischemiás komplikációinak prevenciója céljából
37107843;99467;3;Cerebrovascularis betegségek, perifériás artériás obstrukció secunder prevenciójára dokumentált ASA allergia, ASA rezisztencia, műszeres vizsgálattal igazolt ASA-non-responsio, valamint ASA alkalmazása mellett kialakult endoscoppal, vagy Weber-vizsgálattal igazolt gastrointestinalis vérzés, ASA-indukálta asthmaroham esetén
37107988;99469;1;Teljes vagy részleges hasnyálmirigy-eltávolítás
37107989;99469;2;Dokumentáltan súlyos maldigestio
37108074;99471;1;A rosszindulatú daganatos betegségek dokumentált ossealis manifesztációja
37108240;99472;1;Rheumatoid arthritis - az adott készítmény alkalmazási előírásában szereplő életkori korlátozások figyelembe vételével, az ott szereplő javallatokban
37108241;99472;2;Spondylitis ankylopoetica - az adott készítmény alkalmazási előírásában szereplő életkori korlátozások figyelembe vételével, az ott szereplő javallatokban
37108242;99472;3;Arthritis psoriatica - az adott készítmény alkalmazási előírásában szereplő életkori korlátozások figyelembe vételével, az ott szereplő javallatokban
37108243;99472;4;Súlyos nagyizületi arthrosis - az adott készítmény alkalmazási előírásában szereplő életkori korlátozások figyelembe vételével, az ott  szereplő javallatokban
37108244;99472;5;Akut arthritis urica vagy krónikus arthritis urica akut exacerbatioja - az adott készítmény alkalmazási előírásában szereplő életkori korlátozások figyelembe vételével, az ott szereplő javallatokban
37835245;100962;1;Újonnan diagnosztizált, glioblastoma multiformeban (RPA III-IV.), (KPS>70) sebészeti beavatkozást követően, vagy inoperabilitás esetén sebészeti beavatkozás nélkül, az indikációt igazoló szövettani vizsgálat eredményeinek ismeretében
37835246;100962;2;Progrediáló malignus gliomákban  (glioblastoma multiforme RPA III-IV., anaplasztikus astrocytoma, oligodendroglioma, oligo-astrocytoma Grade III.)  (KPS>70) standard kezelést (sebészi, radio- és kemoterápia) követően képalkotó eljárással igazolt recidíva, illetve progresszió esetén, az indikációt igazoló szövettani vizsgálat eredményeinek ismeretében
37835339;100963;1;Idiopathiás pulmonalis fibrosisban (IPF) szenvedő felnőttek kezelésére
37378176;99922;1;"Progresszív, lokálisan előrehaladott vagy áttétes, differenciált (papillaris, follicularis, Hürthle sejtes) pajzsmirigy carcinomában szenvedő betegek kezelésére, akik refrakterek a radioaktív jódkezelésre, amennyiben az alábbi kritériumok fennállnak, onkoteam dokumentált javaslata alapján_x000d_
    - 18 évnél idősebb beteg_x000d_
    - az elmúlt 16 hónapon belül progrediált RECIST szerint (Response Evaluation Criteria in Solid Tumours - terápiás válasz értékelési kritériumok szolid tumorok esetén)_x000d_
    - legalább 1 mérhető RECIST lézió_x000d_
    - performance status ECOG 0-2_x000d_
    - megfelelő máj, vese és hematológiai paraméterek_x000d_
    - szérum TSH alacsonyabb, mint 0,5 mlU/L"
37387900;99953;1;Enyhe és középsúlyos A hemofiliában vagy von Willebrand betegségben, spontán vérzés kezelésére vagy a vérzés megelőzésére kis műtétek esetén
37343169;99851;1;Transzplantált beteg részére az adott készítmény alkalmazási előírásában szereplő javallatokban
37345053;99854;1;Cisztás fibrózis (mucoviscidosis) dokumentált középsúlyos és súlyos tüdőmanifesztáció esetei
37347145;99862;1;Felnőttkori idiopátiás pulmonalis arteriás hipertóniában (IPAH) szenvedő betegek részére, amennyiben az EÜ100 31/a. pont alapján rendelhető valamely gyógyszer legalább 3 hónapos alkalmazása, majd ezt követően az EÜ100 31/b. pont alapján rendelhető valamely gyógyszer legalább 3 hónapos alkalmazása során a terápiás válasz nem volt megfelelő (perzisztáló NYHA/WHO III-as funkcionális stádiumú IPAH), a kedvező terápiás hatás fennállásáig
37376974;99913;1;Krónikus vastúlterhelés kezelése 6 éves és idősebb, béta-thalassaemia majorban  szenvedő betegnek, aki több mint 7 ml/kg/hónap vörösvértest-koncentrátumot kap, amennyiben a deferoxamin-kezelés ellenjavallt vagy elégtelen
37376975;99913;2;A 2-5 év közötti beteg számára, akinél a vastúlterhelés nem transzfúziós okú, hanem a vérszegénységgel együtt járó tartós haemolysis miatt alakul ki, amennyiben a deferoxamin-kezelés ellenjavallt vagy elégtelen
37376976;99913;3;A nagy mennyiségű (7 ml/ttkg/hó értéket elérő vagy azt meghaladó) vörösvértest-koncentrátumot igénylő, transzplantációs listára került myelodysplasia (MDS) szindrómás beteg részére, haemosiderosis kivédése céljából, amennyiben a deferoxamin-kezelés ellenjavallt vagy elégtelen
37376977;99913;4;"Nemzetközi prognosztikai index alapján kedvező prognózisú (a várható élettartama 3 évnél hosszabb) gyakori transzfúziót (7 ml/ttkg/hó értéket elérő vagy azt meghaladó vörösvértest koncentrátum) kapó MDS-ben szenvedő betegek részére, ahol a csontvelői myeloblaszt arány nem haladhatja meg az 10%-ot, s a cytogenetikai vizsgálat eredménye normális vagy abban kedvező eltérések vannak (nem támogathatók az 5 és 7 chromosoma vesztéssel járó esetek), a kezelést 2000 ng/ml-es ferritin szint elérésekor lehet elkezdeni_x000d_
"
37377028;99914;1;Végstádiumú veseelégtelenség fenntartó dialízisterápiája során kialakult szekunder hyperparathyreosis  kezelése, amennyiben a beteg szérum iPTH 500-800 pg/ml között van, és a konvencionális aktív D-vitamin kezelést dokumentáltan meg kellett szakítani a szérum kalciumszint normál szint fölé emelkedése miatt (Ca>2,4 mmol/l) vagy normokalcaemia esetén (Ca<2,4 mmol/l), ha a szérum iPTH>800 pg/ml és a mellékpajzsmirigy sebészeti eltávolítása kontraindikált
37375876;99906;1;Auxológiai, biokémiai és radiológiai vizsgálattal igazolt, és kétféle GH provokációs teszttel (a csúcskoncentráció 10 ng/ml, azaz 30 mE/l alatt van) megerősített gyermekkori GH-hiány kezelése a gyermek végső magasságának eléréséig (csontkor), vagy a kezelésre adott nem megfelelő válaszig (egy év alatt kevesebb mint 2 cm növekedés)
37375877;99906;2;Kromoszóma-vizsgálattal vagy molekuláris genetikai vizsgálattal (FISH) igazolt Turner-szindróma kezelése a gyermek végső magasságának eléréséig (csontkor), vagy a kezelésre adott nem megfelelő válaszig (egy év alatt kevesebb, mint 2 cm növekedés)
37375878;99906;3;Operált craniopharyngeomás gyermek kezelése a gyermek végső magasságának eléréséig (csontkor), vagy a kezelésre adott nem megfelelő válaszig (egy év alatt kevesebb, mint 2 cm növekedés)
37375879;99906;4;Pubertás kor előtt, optimalizált táplálkozási és anyagcsere státusz mellett fennálló krónikus veseelégtelenséggel összefüggő növekedési zavar kezelése  a vese-transzplantáció elvégzéséig , vagy a gyermek végső magasságának eléréséig (csontkor), vagy a kezelésre adott nem megfelelő válaszig (egy év alatt kevesebb, mint 2 cm növekedés)
37375880;99906;5;Felnőttkorban (>18 éves életkor) kórismézett, hypothalamus-hypophysis betegség, vagy annak kezelése következtében létrejövő súlyos GH hiányban szenvedő beteg részére, amennyiben provokációs tesztekkel (inzulin hypoglikémiás teszt, arginin teszt, arginin-GHRH teszt, glucagon teszt) 3 ng/ml (<3mcg/l) alatti szérum GH csúcskoncentráció igazolható (GH hiány mellett - prolactint leszámítva - még legalább egy hypophysis mellsőlebeny hormon-elégtelenség kimutatható, vagy gyermekkorban kezdődő GH-hiány újraértékelése esetén egy provokációs teszt, felnőttkori izolált GH-hiány esetén második stimulációs teszt elvégzése szükséges) és a GH-hiányhoz társuló egyéb hypophysis hormonhiány pótlása megkezdődött (a kortizol, illetve a nemi hormonok adagjának stabilizálása három, a tiroxin adagjának stabilizálása egy hónappal a GH kezelés megkezdése előtt szükséges)
37376225;99909;1;Újonnan diagnosztizált Philadelphia kromoszóma pozitív (Ph+) akut lymphoblastos leukémiás (ALL) felnőtt beteg kezelése kemoterápiával kiegészítve a betegség progressziójáig
37376226;99909;2;Recidivált vagy refrakter Ph+ ALL-es  felnőtt beteg kezelésére monoterápiában a betegség progressziójáig
37376264;99910;1;Gastrointestinális stromából kiinduló (GIST), nem rezekálható vagy metasztatikus malignus tumorok kezelése, amennyiben az Eü100 8/t. pont szerinti (c-kit mutáció meghatározás) molekuláris diagnosztikai vizsgálat eredményeinek ismeretében az imatinib kezeléssel szemben bizonyítottan rezisztencia vagy intolerancia áll fenn
37344961;99853;1;Kit (CD117) pozitív, nem műthető, illetve metasztatikus malignus gastrointestinalis stromalis daganatban (GIST) az indikációt igazoló szövettani és a c-kit gén mutációt meghatározó molekuláris diagnosztikai vizsgálat eredményeinek ismeretében
37377134;99917;1;Endokrin tünetekkel járó, előrehaladott stádiumú (inoperabilis, metasztatikus vagy progrediáló) mellékvesekéreg-carcinoma tüneti kezelése kombinációs kemoterápia részeként  három hónapig, ezt követően -  progressziómentesség esetén - a klinikai remisszió fennállásáig
37378097;99920;1;Másodvonalban alkalmazott gyógyszeres terápiára rezisztens (rohamszám-redukció 50% alatt) 1-14 év közötti epilepsziás gyermekek ketogen diétájának bevezetésére, folyamatos szakorvosi és dietetikus szakember általi kontroll mellett, amennyiben egy hónapos terápiát követő kontrollvizsgálat már  igazolja a hatásosságot és három hónapos terápiát követően a rohamszám-redukció 50% felett van, legfeljebb két évig
37377567;99919;1;Szerzett immunhiányos állapot (HIV/AIDS)
37374081;99898;1;Szövettanilag igazolt, más gyógyszeres kezelésre nem reagáló endometriosis
37374110;99899;1;Herediter angiooedema akut rohamainak kezelésére
37344921;99852;1;Szerv transzplantáción átesett betegek részére CMV betegség megelőzésére fenyegető rejectio (GVH) esetén
37344922;99852;2;CMV retinitis indukciós és fenntartó kezelésére szerzett immunhiányos állapotban (AIDS-ben)
37374196;99901;1;Dializált beteg  részére, ha lágyrészmeszesedése, 1,86 mmol/l-nál magasabb foszfor szintje, 2,5 mmol/l-nél magasabb korrigált kalcium szintje, 4,4 mmol2/l2-nél magasabb a kalcium és foszfor szorzata, 150-300 pg/ml közötti intakt parathormon szintje van, a csontanyagcsere-zavar, illetve életet veszélyeztető lágyrészmeszesedés megelőzésére
37374230;99902;1;A felnőttkori idiopátiás pulmonalis arteriás hipertónia (IPAH)  perzisztáló NYHA/WHO III-as funkcionális stádiumú eseteiben és sclerodermában kialakuló pulmonalis arteriás hipertóniában  előzetesen szupportív szerekkel (antikoagulánssal, diuretikummal, digoxinnal) kezelt, vazoreaktivitást vazodilatátor teszttel nem mutató, vagy vazoreaktív, de kálcium csatorna-blokkoló kezelésre nem reagáló eseteiben
37374287;99903;1;A felnőttkori idiopátiás pulmonalis arteriás hipertónia (IPAH) perzisztáló NYHA/WHO III-as funkcionális stádiumú eseteiben és sclerodermában kialakuló pulmonalis arteriás hipertóniában, amennyiben az EÜ100 31/a. pont alapján rendelhető valamely gyógyszer 3 hónapos alkalmazása során nem érték el a megfelelő terápiás hatást, a remisszió fennállásáig
37374331;99904;1; Idiopátiás pulmonalis arteriás hipertónia (IPAH) perzisztáló NYHA/WHO III-as funkcionális stádiumú eseteiben és sclerodermában  kialakuló pulmonalis arteriás hipertóniában előzetesen szupportív szerekkel (antikoagulánssal, diuretikummal, digoxinnal) kezelt, vazoreaktivitást vazodilatátor teszttel nem mutató, vagy vazoreaktív, de kálcium csatorna-blokkoló kezelésre nem reagáló eseteiben, 12-18 éves kor között a remisszió fennállásáig
37374332;99904;2;Veleszületett, a szisztémás keringés felől a pulmonális keringés felé irányuló sönthöz és Eisenmenger szindrómához  társuló pulmonalis artériás hipertónia NYHA/WHO III-as funkcionális stádiumú eseteiben 12 éves kor felett a remisszió fennállásáig
37378202;99923;2;"_x000d_
Olyan súlyos (eddigi kezelésekre nem reagáló), krónikus spontán urticariában szenvedő 12 év feletti betegek kezelésére, akik esetében_x000d_
-legalább 6 hónappal ezelőtt diagnosztizáltak urticariát, _x000d_
-definíció szerint kizárt a pseudoallergiás, a gyógyszer- és egyéb allergiák, valamint a fertőző gócok szerepe a csalánkiütés hátterében,_x000d_
-legalább 2 féle antihisztamin kezelést alkalmaztak, amelyből a beteg egyet a maximálisan tolerálható emelt dózisban kapott legalább egy hónapig, _x000d_
-egyéb harmadik vonalbeli terápiát alkalmaztak, de a beteg nem reagált rá megfelelően vagy nem tolerálta annak mellékhatásait,_x000d_
-a tünetek jelenleg is aktívak és súlyosak (UAS7>=28 és DLQI>10)._x000d_
A terápia a 12. hét után akkor folytatható, amennyiben az UAS7 szerint mért betegség tünetei legalább 10 ponttal javultak a 12. heti kezelés végére._x000d_
"
37377052;99915;1;Intermedier vagy előrehaladott, barcelónai klasszifikáció szerinti (Barcelona Clinic Cancer Staging Classification - BCLC) B, C stádiumú, szövettanilag igazolt hepatocellularis carcinoma kezelése, jó májfunkció (Child Pugh szerinti A stádiumú) és megfelelő általános állapot (ECOG 0-2) esetén, amennyiben az előzetes lokoregionális terápia nem hoz megfelelő eredményt, vagy a beteg lokoregionális terápiára nem alkalmas, az onkoteam dokumentált döntése alapján, a WHO-kritériumok szerinti progresszióig
37114096;99533;1;Akut myocardialis infarctust követő teljes medikáció (ACE-gátló, béta-receptor blokkoló, diuretikum, nitrát) ellenére fennálló szimptómás szívelégtelenség  (NYHA III-IV., LVEF <40%) kiegészítő terápiájaként.
37142730;99631;1;Az 1 év alatti gyermekek K-vitaminnal történő kezelésére.
37105648;99427;1;Inzulinkezelésre szoruló (önmagában vagy orális antidiabetikum mellett) cukorbeteg
37105695;99428;1;Legalább 3 hónapig humán intenzifkált inzulinkezelés alatt álló (naponta három vagy több alkalommal  inzulinkezelésre szoruló) 1-es vagy 2-es típusú diabetesben szenvedő cukorbeteg részére, amennyiben a beállított  terápia ellenére megfelelő szénhidrátanyagcsere-háztartást (HbA1c<8,0%) nem lehetett elérni, vagy megfelelő  életmód-terápia mellett az  étkezés után 60-90 perccel mért posztprandriális vércukorszint érték havonta négy alkalommal meghaladja a 10,0 mmol/l értéket, vagy havonta legalább 3 alkalommal - az orvosi dokumentációban feltüntetett - korrekciót igénylő hypoglikaemia jelentkezik.
37105696;99428;2;Három hónapnál rövidebb ideig humán intenzifkált inzulinkezelés alatt álló cukorbeteg részére, ha legalább  egy - az  orvosi dokumentációban feltüntetett - súlyos (az elhárításhoz külső segítséget igénylő) hypoglikaemia jelentkezik.
37105697;99428;3;2-es típusú cukorbetegségben szenvedő beteg esetében a  gyógyszer alkalmazása egy év után csak akkor folytatható, ha a szakorvosi javaslat kiállítását megelőző egy éven belül három - legalább két hónap különbséggel mért - HbA1c értéke közül kettő 8,0% alatt van. (A gyógyszer alkalmazása a HbA1c értéktől függetlenül akkor is folytatható, ha a betegnek legalább egy - az orvosi dokumentációban feltüntetett - súlyos, az elhárításhoz külső segítséget igénylő hypoglikaemiás eseménye volt.)
37105698;99428;4;"A fenti feltételek alapján végzett kezelést követően, 2-es típusú cukorbetegségben szenvedő beteg esetében _x000d_
-  legalább egy évig humán intenzifkált inzulinkezelés alatt álló (naponta három vagy több alkalommal inzulinkezelésre szoruló) cukorbeteg részére, amennyiben a  beállított terápia ellenére megfelelő szénhidrátanyagcsere-háztartást (HbA1c<8,0%) nem lehetett elérni, vagy megfelelő életmód-terápia mellett az  étkezés után 60-90 perccel mért posztprandriális vércukorszint érték havonta négy alkalommal meghaladja a  10,0 mmol/l értéket, vagy havonta legalább 3 alkalommal - az  orvosi dokumentációban feltüntetett - korrekciót igénylő hypoglikaemia jelentkezik._x000d_
-  legalább fél évig az  Eü50 6/d.  pont alapján kezelt cukorbeteg részére, amennyiben a  szakorvosi javaslat kiállítását megelőzően legalább két hónap különbséggel mért HbA1c értéke közül kettő 8,0% alatt van."
37105699;99428;5;A kezelés további fenntartására a fenti szabályok vonatkoznak.
37105743;99429;1;Legalább 3 hónapig humán intenzifkált inzulinkezelés alatt álló (naponta három vagy több alkalommal inzulinkezelésre szoruló) 1-es vagy 2-es típusú diabetesben szenvedő cukorbeteg részére, amennyiben a beállított terápia ellenére megfelelő szénhidrátanyagcsere-háztartást (HbA1c<8,0%) nem lehetett elérni, vagy havonta legalább 3 alkalommal - az orvosi dokumentációban feltüntetett - korrekciót igénylő hypoglikaemia jelentkezik.
37105744;99429;2;Három hónapnál rövidebb ideig humán intenzifkált inzulinkezelés alatt álló cukorbeteg részére, ha legalább egy - az  orvosi dokumentációban feltüntetett - súlyos (az elhárításhoz külső segítséget igénylő) hypoglikaemia jelentkezik.
37105745;99429;3;2-es típusú cukorbetegségben szenvedő beteg esetében a  gyógyszer alkalmazása egy év után csak akkor folytatható, ha a szakorvosi javaslat kiállítását megelőző egy éven belül három - legalább két hónap különbséggel mért - HbA1c értéke közül kettő 8,0% alatt van. (A gyógyszer alkalmazása a HbA1c értéktől függetlenül akkor is folytatható, ha a betegnek legalább egy - az orvosi dokumentációban feltüntetett - súlyos, az elhárításhoz külső segítséget igénylő hypoglikaemiás eseménye volt.)
