EUPONT_ID;KATEGORIA_ID;KATEGORIA;JOGOSULT;JIDOKORLAT;SZAKV_ID;KIINT_ID
103085;3;Kijelölt intézmény;írhat;0;71457;37786633
103074;3;Kijelölt intézmény;írhat;0;71457;37786635
99903;3;Kijelölt intézmény;írhat;0;71457;37786639
99427;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
103096;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75427;1
99485;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786691
103089;3;Kijelölt intézmény;írhat;0;71457;37786657
99854;3;Kijelölt intézmény;írhat;0;71457;37786654
99447;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54255;1
99902;3;Kijelölt intézmény;írhat;0;71457;37786686
103076;3;Kijelölt intézmény;írhat;0;71457;37786657
103076;3;Kijelölt intézmény;írhat;0;71457;37786692
103061;3;Kijelölt intézmény;írhat;0;71457;37786661
103082;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
99915;3;Kijelölt intézmény;írhat;0;71457;37786639
99451;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54267;1
103079;3;Kijelölt intézmény;írhat;0;71457;37786642
99528;5;Háziorvos;javaslatra írhat;12;1;1
98980;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75438;1
103067;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54217;1
101397;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
100975;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54281;1
99910;3;Kijelölt intézmény;írhat;0;71457;37786642
99915;6;Kijelölt intézmény szakorvosa;írhat;0;54281;1
99517;0;Megkötés nélkül;írhat;0;54248;1
103061;3;Kijelölt intézmény;írhat;0;71457;37786639
99899;0;Megkötés nélkül;javaslatra írhat;999;75405;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786648
103090;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javaslatra írhat;4;54252;1
99510;5;Háziorvos;javaslatra írhat;12;1;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786659
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786690
103062;3;Kijelölt intézmény;írhat;0;71457;37786690
103103;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54263;1
99428;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54219;1
99295;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54273;1
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37975186
99854;3;Kijelölt intézmény;írhat;0;71457;37786676
99436;0;Megkötés nélkül;javasolhat és írhat;0;75418;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75437;1
103087;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75437;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786661
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786661
101920;3;Kijelölt intézmény;írhat;0;71457;37786639
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54216;1
99465;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786660
103106;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
99487;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
99853;3;Kijelölt intézmény;írhat;0;71457;37786661
99290;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
99914;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786640
99953;3;Kijelölt intézmény;írhat;0;71457;37786639
100969;3;Kijelölt intézmény;írhat;0;71457;37786673
103085;3;Kijelölt intézmény;írhat;0;71457;37786690
101919;6;Kijelölt intézmény szakorvosa;írhat;0;54223;1
98804;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
103162;3;Kijelölt intézmény;írhat;0;71457;37786631
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786631
99854;6;Kijelölt intézmény szakorvosa;írhat;0;54252;1
99901;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54286;1
100995;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54233;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786649
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786639
99510;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54267;1
99301;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75390;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786686
101919;3;Kijelölt intézmény;írhat;0;71457;37786691
99920;3;Kijelölt intézmény;írhat;0;71457;37786670
99903;3;Kijelölt intézmény;írhat;0;71457;37786686
99502;0;Megkötés nélkül;javasolhat és írhat;0;54242;1
99447;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
103087;5;Háziorvos;javaslatra írhat;12;1;1
99428;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
103066;3;Kijelölt intézmény;írhat;0;54298;37786639
99898;3;Kijelölt intézmény;írhat;0;71457;37786639
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54216;1
103068;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54217;1
99437;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
99920;3;Kijelölt intézmény;írhat;0;71457;37786645
99479;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54222;1
103152;3;Kijelölt intézmény;írhat;0;54298;37975186
99531;11;II. és III. progresszivitási szintű fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
103069;3;Kijelölt intézmény;írhat;0;54298;37786657
99469;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54246;1
100972;3;Kijelölt intézmény;írhat;0;71457;37786691
103085;3;Kijelölt intézmény;írhat;0;71457;37786635
99953;3;Kijelölt intézmény;írhat;0;71457;37786673
99913;3;Kijelölt intézmény;írhat;0;71457;37786643
99853;3;Kijelölt intézmény;írhat;0;71457;37786640
100970;3;Kijelölt intézmény;írhat;0;71457;37786673
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54222;1
98904;0;Megkötés nélkül;írhat;0;75437;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786635
99481;0;Megkötés nélkül;írhat;0;54268;1
99489;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
98943;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54263;1
99915;3;Kijelölt intézmény;írhat;0;71457;37786680
99429;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
98815;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
100975;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
103094;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75437;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786693
99460;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75390;1
99851;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54283;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786672
99913;3;Kijelölt intézmény;írhat;0;71457;37786631
99853;3;Kijelölt intézmény;írhat;0;71457;37786631
103079;3;Kijelölt intézmény;írhat;0;71457;37786658
103088;3;Kijelölt intézmény;írhat;0;71457;37786632
99851;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786635
98797;0;Megkötés nélkül;írhat;0;1;1
99432;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54215;1
103069;3;Kijelölt intézmény;írhat;0;54298;37786640
103062;3;Kijelölt intézmény;írhat;0;71457;37786666
99448;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786631
99467;0;Megkötés nélkül;írhat;0;75387;1
99917;3;Kijelölt intézmény;írhat;0;71457;37786672
103092;8;Menopauza és osteoporózis járóbeteg-szakrendelés;írhat;0;54217;1
98809;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54253;1
99435;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54250;1
100969;3;Kijelölt intézmény;írhat;0;71457;37786642
99487;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
103103;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54237;1
98980;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54219;1
99471;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;86313;1
99291;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
99906;6;Kijelölt intézmény szakorvosa;írhat;0;54286;1
99511;0;Megkötés nélkül;írhat;0;54223;1
98816;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
99913;3;Kijelölt intézmény;írhat;0;71457;37786648
99503;5;Háziorvos;javaslatra írhat;12;1;1
99488;5;Háziorvos;javaslatra írhat;12;1;1
99915;3;Kijelölt intézmény;írhat;0;71457;37786673
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786691
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54250;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786666
99901;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786642
103106;0;Megkötés nélkül;írhat;0;54272;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54273;1
100967;3;Kijelölt intézmény;írhat;0;71457;37786686
99480;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786651
99913;3;Kijelölt intézmény;írhat;0;71457;37786639
99459;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
103062;3;Kijelölt intézmény;írhat;0;71457;37786639
99510;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786675
103081;3;Kijelölt intézmény;írhat;0;71457;37786640
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786631
103069;3;Kijelölt intézmény;írhat;0;54298;37786651
103079;3;Kijelölt intézmény;írhat;0;71457;37786659
103089;3;Kijelölt intézmény;írhat;0;71457;37786660
99481;0;Megkötés nélkül;írhat;0;54235;1
103089;6;Kijelölt intézmény szakorvosa;írhat;0;54273;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786632
100962;3;Kijelölt intézmény;írhat;0;71457;37786632
99910;3;Kijelölt intézmény;írhat;0;71457;37786657
103061;3;Kijelölt intézmény;írhat;0;71457;37786667
103081;3;Kijelölt intézmény;írhat;0;71457;37786633
99851;0;Megkötés nélkül;javaslatra írhat;12;54246;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786648
100963;3;Kijelölt intézmény;írhat;0;71457;37786633
100963;3;Kijelölt intézmény;írhat;0;71457;37786645
99471;5;Háziorvos;javaslatra írhat;12;1;1
99465;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75390;1
98943;7;Diabetológiai szakellátóhely;írhat;0;75390;1
101394;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;86313;1
103079;3;Kijelölt intézmény;írhat;0;71457;37786654
103077;0;Megkötés nélkül;javasolhat és írhat;0;54242;1
99292;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786674
99452;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
103104;0;Megkötés nélkül;írhat;0;54219;1
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54246;1
99917;3;Kijelölt intézmény;írhat;0;71457;37786635
101397;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54272;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786632
103074;3;Kijelölt intézmény;írhat;0;71457;37786686
103082;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
103076;6;Kijelölt intézmény szakorvosa;írhat;0;75418;1
99427;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54219;1
99923;3;Kijelölt intézmény;írhat;0;71457;37786631
103079;3;Kijelölt intézmény;írhat;0;71457;37786652
99511;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54245;1
103061;3;Kijelölt intézmény;írhat;0;71457;37786631
99472;5;Háziorvos;javaslatra írhat;12;1;1
103091;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54245;1
99429;5;Háziorvos;javaslatra írhat;12;1;1
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786681
99473;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
99446;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
99953;3;Kijelölt intézmény;írhat;0;71457;37786697
101919;3;Kijelölt intézmény;írhat;0;71457;38199948
99457;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
99906;3;Kijelölt intézmény;írhat;0;71457;37786645
98973;0;Megkötés nélkül;írhat;0;54255;1
103058;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786661
99515;5;Háziorvos;javaslatra írhat;12;1;1
103074;6;Kijelölt intézmény szakorvosa;írhat;0;54281;1
103083;0;Megkötés nélkül;írhat;0;54235;1
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786657
99898;3;Kijelölt intézmény;írhat;0;71457;37786642
100972;3;Kijelölt intézmény;írhat;0;71457;37786667
103092;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54263;1
98976;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54263;1
101395;3;Kijelölt intézmény;írhat;0;71457;37786658
99853;3;Kijelölt intézmény;írhat;0;71457;37786632
101919;3;Kijelölt intézmény;írhat;0;71457;37786632
99513;5;Háziorvos;javaslatra írhat;12;1;1
99432;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75438;1
99301;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54286;1
99427;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54217;1
103094;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
99455;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54247;1
103095;8;Menopauza és osteoporózis járóbeteg-szakrendelés;írhat;0;54250;1
99854;3;Kijelölt intézmény;írhat;0;71457;37786657
98810;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
99479;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75402;1
99910;3;Kijelölt intézmény;írhat;0;71457;37786684
99953;3;Kijelölt intézmény;írhat;0;71457;37786631
99442;5;Háziorvos;javaslatra írhat;12;1;1
99449;5;Háziorvos;javaslatra írhat;12;1;1
98798;0;Megkötés nélkül;írhat;0;1;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786648
99497;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
99910;6;Kijelölt intézmény szakorvosa;írhat;0;86313;1
99502;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75400;1
99459;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
99953;6;Kijelölt intézmény szakorvosa;írhat;0;86313;1
100963;3;Kijelölt intézmény;írhat;0;71457;37786682
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37975184
103074;3;Kijelölt intézmény;írhat;0;71457;37786632
103098;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
99915;3;Kijelölt intézmény;írhat;0;71457;37786661
99901;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786634
103075;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
99436;0;Megkötés nélkül;javasolhat és írhat;0;54281;1
99909;3;Kijelölt intézmény;írhat;0;71457;37786690
99853;6;Kijelölt intézmény szakorvosa;írhat;0;54247;1
103162;6;Kijelölt intézmény szakorvosa;írhat;0;54250;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786685
99526;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75387;1
103092;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75427;1
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54215;1
99517;0;Megkötés nélkül;írhat;0;75433;1
99455;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54246;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786679
98795;9;Fekvőbeteg gyógyintézeti háttérrel rendelkező járóbeteg szakr.;javasolhat és írhat;0;86313;1
98993;0;Megkötés nélkül;írhat;0;54218;1
99898;3;Kijelölt intézmény;írhat;0;71457;37786631
99509;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
99516;5;Háziorvos;javaslatra írhat;12;1;1
98841;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786632
103079;3;Kijelölt intézmény;írhat;0;71457;37786640
103094;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54237;1
99467;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54264;1
99502;0;Megkötés nélkül;javasolhat és írhat;0;54225;1
99448;5;Háziorvos;javaslatra írhat;12;1;1
100970;3;Kijelölt intézmény;írhat;0;71457;37786645
99504;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54242;1
103081;6;Kijelölt intézmény szakorvosa;írhat;0;54268;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786661
103087;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75419;1
101920;6;Kijelölt intézmény szakorvosa;írhat;0;54223;1
103062;6;Kijelölt intézmény szakorvosa;írhat;0;54273;1
103094;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;75387;1
99915;3;Kijelölt intézmény;írhat;0;71457;37786635
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;86313;1
99913;3;Kijelölt intézmény;írhat;0;71457;37786649
103072;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54273;1
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786631
103086;3;Kijelölt intézmény;írhat;0;71457;37786658
100972;3;Kijelölt intézmény;írhat;0;71457;37786645
99436;0;Megkötés nélkül;javasolhat és írhat;0;54247;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786645
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54273;1
103103;8;Menopauza és osteoporózis járóbeteg-szakrendelés;írhat;0;54217;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786639
99917;3;Kijelölt intézmény;írhat;0;71457;37786645
99901;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786645
103085;3;Kijelölt intézmény;írhat;0;71457;37786665
99526;5;Háziorvos;javaslatra írhat;12;1;1
99460;5;Háziorvos;javaslatra írhat;12;1;1
99854;3;Kijelölt intézmény;írhat;0;71457;37786673
103088;3;Kijelölt intézmény;írhat;0;71457;37786686
99483;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75437;1
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54281;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786631
99287;0;Megkötés nélkül;Nincs jogosultsága;0;1;37786686
100969;3;Kijelölt intézmény;írhat;0;71457;37786631
99853;3;Kijelölt intézmény;írhat;0;71457;37786642
98803;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54253;1
99906;6;Kijelölt intézmény szakorvosa;írhat;0;54263;1
99953;3;Kijelölt intézmény;írhat;0;71457;37786635
99910;3;Kijelölt intézmény;írhat;0;71457;37786654
99520;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786676
98984;5;Háziorvos;írhat;0;1;1
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786690
103089;3;Kijelölt intézmény;írhat;0;71457;37786686
103077;0;Megkötés nélkül;javasolhat és írhat;0;54225;1
98951;2;Járóbeteg szakrendelés;írhat;0;54237;1
103072;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
99458;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
99523;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54237;1
103091;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;54250;1
99461;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75390;1
99862;3;Kijelölt intézmény;írhat;0;71457;37786681
100972;6;Kijelölt intézmény szakorvosa;írhat;12;54233;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786651
99910;3;Kijelölt intézmény;írhat;0;71457;37786686
103096;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54237;1
99450;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54267;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786657
99917;3;Kijelölt intézmény;írhat;0;71457;37786690
99511;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54267;1
99853;3;Kijelölt intézmény;írhat;0;71457;37786671
100963;6;Kijelölt intézmény szakorvosa;írhat;0;54252;1
100962;3;Kijelölt intézmény;írhat;0;71457;37786690
99487;5;Háziorvos;javaslatra írhat;12;1;1
103058;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786645
103069;3;Kijelölt intézmény;írhat;0;54298;37786661
99920;3;Kijelölt intézmény;írhat;0;71457;37786642
103076;3;Kijelölt intézmény;írhat;0;71457;37786653
99445;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54268;1
99496;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
98803;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75402;1
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
99483;5;Háziorvos;javaslatra írhat;12;1;1
98840;5;Háziorvos;javaslatra írhat;999;1;1
99507;5;Háziorvos;javaslatra írhat;12;1;1
99471;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54281;1
99443;0;Megkötés nélkül;javasolhat és írhat;0;75400;1
99913;3;Kijelölt intézmény;írhat;0;71457;37786661
99854;6;Kijelölt intézmény szakorvosa;írhat;0;75438;1
99917;3;Kijelölt intézmény;írhat;0;71457;37786671
99514;5;Háziorvos;javaslatra írhat;12;1;1
100995;5;Háziorvos;javaslatra írhat;12;1;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786668
103081;3;Kijelölt intézmény;írhat;0;71457;37786659
103076;3;Kijelölt intézmény;írhat;0;71457;37786640
99899;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786672
99922;3;Kijelölt intézmény;írhat;0;71457;37786639
98809;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75402;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786658
99427;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786631
99851;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54273;1
99529;12;III. progresszivitási szintű fekvőbeteg gyógyintézet;javasolhat és írhat;0;54245;1
103091;5;Háziorvos;javaslatra írhat;12;1;1
99452;0;Megkötés nélkül;írhat;0;54223;1
99496;0;Megkötés nélkül;írhat;0;54235;1
103058;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786659
103076;3;Kijelölt intézmény;írhat;0;71457;37786686
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37370943
99913;3;Kijelölt intézmény;írhat;0;71457;37786666
99450;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
98956;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54235;1
98937;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75419;1
99899;0;Megkötés nélkül;javaslatra írhat;999;54218;1
103103;8;Menopauza és osteoporózis járóbeteg-szakrendelés;írhat;0;75387;1
99467;0;Megkötés nélkül;írhat;0;54235;1
103075;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
103057;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
98876;3;Kijelölt intézmény;javasolhat és írhat;0;54286;1
99854;3;Kijelölt intézmény;írhat;0;71457;37786678
103057;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
98997;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54223;1
99953;6;Kijelölt intézmény szakorvosa;írhat;0;54273;1
99292;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75438;1
99854;3;Kijelölt intézmény;írhat;0;71457;37786671
103081;3;Kijelölt intézmény;írhat;0;71457;37786678
99457;0;Megkötés nélkül;javaslatra írhat;12;54235;1
98943;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54217;1
99854;3;Kijelölt intézmény;írhat;0;71457;37786645
